league,home_team,away_team,kickoff_sao_paulo,kickoff_paris,kickoff_utc,odds_1x2_home,odds_1x2_draw,odds_1x2_away,odds_btts_yes,odds_btts_no,odds_over_2_5,odds_under_2_5,vig_1x2,p_home_fair,p_draw_fair,p_away_fair,fair_odds_home,fair_odds_draw,fair_odds_away,vig_btts,p_btts_yes_fair,p_btts_no_fair,vig_ou_2_5,p_over_2_5_fair,p_under_2_5_fair,league_str,league_lower,is_low_vig_1x2,watch_btts,watch_over25
Estonian Cup,Tartu JK Welco,Helios,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Estonian Cup,estonian cup,False,False,False
UEFA Europa Conference League,İstanbul Başakşehir,Viking,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,1.87,3.7,3.05,1.4,2.61,1.45,2.5,0.1328984810180564,0.4720276063996654,0.238565303774966,0.2894070898253687,2.118520159503766,4.19172437976681,3.455340367105072,0.0974274767378216,0.6508728179551122,0.3491271820448878,0.089655172413793,0.6329113924050633,0.3670886075949367,UEFA Europa Conference League,uefa europa conference league,False,True,True
Estonian Cup,Phoenix,Nõmme Kalju,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,18.0,11.0,1.06,,,1.27,3.27,0.0898608728797407,0.0509749060068199,0.0834134825566145,0.8656116114365655,19.61749571183533,11.988469601677147,1.1552525252525252,,,,0.0932119723566664,0.7202643171806167,0.2797356828193832,Estonian Cup,estonian cup,True,False,True
Lithuanian Cup,Jonava,Panevėžys,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,4.2,4.2,1.65,2.0,1.67,1.55,2.3,0.0822510822510822,0.22,0.22,0.56,4.545454545454546,4.545454545454546,1.7857142857142856,0.0988023952095809,0.4550408719346049,0.5449591280653951,0.0799438990182328,0.5974025974025974,0.4025974025974026,Lithuanian Cup,lithuanian cup,True,False,False
Romania Cup,Dunărea Turris,Concordia Chiajna,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,4.6,3.9,1.55,,,1.65,2.05,0.118962851080663,0.1942792865177567,0.2291499276876105,0.5765707857946328,5.147229114971049,4.363955119214586,1.7343924191750275,,,,0.0938654841093866,0.5540540540540541,0.4459459459459459,Romania Cup,romania cup,True,False,False
SFV Cup,Koppl,Puch,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,SFV Cup,sfv cup,False,False,False
SFV Cup,Mauterndorf,Pfarrwerfen,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,SFV Cup,sfv cup,False,False,False
SFV Cup,Hallwang,Seekirchen,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,SFV Cup,sfv cup,False,False,False
SFV Cup,Lenzing,Bürmoos,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,SFV Cup,sfv cup,False,False,False
SFV Cup,Mühlbach / Pzg,Bramberg,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,SFV Cup,sfv cup,False,False,False
SFV Cup,Elixhausen,Pinzgau Saalfelden,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,SFV Cup,sfv cup,False,False,False
Czech Cup,Pěnčín,Brandýs nad Labem,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,FK Hodonín,Sparta Brno,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,Zábřeh,Uničov,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,7.15,5.25,1.35,,,,,0.0710770710770709,0.1305789691861268,0.1778361199392013,0.6915849108746719,7.658201058201058,5.623154623154623,1.445954045954046,,,,,,,Czech Cup,czech cup,True,False,False
Czech Cup,Vítkovice,Vratimov,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,Chotebor,Vysočina Jihlava,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,24.0,8.6,1.1,,,1.3,3.5,0.0670366455250175,0.0390489556674647,0.1089738297696689,0.8519772145628663,25.608879492600423,9.17651515151515,1.1737403100775194,,,,0.0549450549450547,0.7291666666666667,0.2708333333333333,Czech Cup,czech cup,True,False,True
Czech Cup,Hranice,Sokol Tasovice,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,Spartak Soběslav,Písek,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,5.4,4.5,1.51,,,1.5,2.5,0.0696590630365465,0.1731254299472597,0.2077505159367117,0.6191240541160284,5.776158940397353,4.813465783664459,1.615185185185185,,,,0.0666666666666666,0.625,0.375,Czech Cup,czech cup,True,False,True
Czech Cup,Unie Hlubina,Bospor Bohumín,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,Rapid Psáry,Petřín Plzeň,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,Mariánské Lázně,Baník Most,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,Horní Ředice,Vlašim,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,Benátky nad Jizerou,Kladno,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,3.9,3.78,1.73,,,1.6,2.3,0.0989952030414458,0.2333133535984929,0.2407201267286038,0.5259665196729032,4.286081291861638,4.154201867496664,1.9012617012617008,,,,0.0597826086956523,0.5897435897435896,0.4102564102564102,Czech Cup,czech cup,True,False,False
Czech Cup,Štětí,Motorlet Praha,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,7.15,5.5,1.2,,,1.4,2.87,0.1550116550116551,0.1210898082744702,0.1574167507568112,0.7214934409687184,8.258333333333335,6.352564102564104,1.3860139860139862,,,,0.0627177700348431,0.6721311475409837,0.3278688524590163,Czech Cup,czech cup,False,False,True
Czech Cup,Slaný,Sokol Hostouň,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,2.02,3.84,2.91,,,1.53,2.4,0.0991087833010104,0.4504099252702604,0.2369343877723766,0.3126556869573629,2.2201997422680413,4.22057772787588,3.1984065594059405,,,,0.0702614379084967,0.6106870229007634,0.3893129770992367,Czech Cup,czech cup,True,False,True
Czech Cup,Libčany,Velké Hamry,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,9.5,6.5,1.17,,,1.3,3.5,0.1138101664417454,0.0945072697899838,0.1381260096930533,0.7673667205169629,10.581196581196584,7.239766081871346,1.303157894736842,,,,0.0549450549450547,0.7291666666666667,0.2708333333333333,Czech Cup,czech cup,True,False,True
Czech Cup,Hlinsko,Sokol Zápy,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,Vratimov,Vítkovice,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,7.95,4.9,1.3,,,1.53,2.4,0.0990985654058429,0.1144448436938555,0.1856809198706432,0.6998742364355013,8.737833594976452,5.385582970488631,1.428828135027596,,,,0.0702614379084967,0.6106870229007634,0.3893129770992367,Czech Cup,czech cup,True,False,True
Czech Cup,Bospor Bohumín,Unie Hlubina,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,7.3,4.8,1.31,,,,,0.1086784133291505,0.123558193000727,0.187911418521939,0.6885303884773338,8.0933524173028,5.321656383979922,1.4523687214611871,,,,,,,Czech Cup,czech cup,True,False,False
Czech Cup,Kosmonosy,Slovan Velvary,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,5.05,4.2,1.51,,,1.47,2.6,0.0983666957045752,0.1802856939805273,0.2167720844289673,0.6029422215905054,5.546751813308105,4.6131401219592165,1.6585337105139084,,,,0.0648874934589218,0.6388206388206389,0.3611793611793612,Czech Cup,czech cup,True,False,True
Czech Cup,Kuřim,Líšeň,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Czech Cup,czech cup,False,False,False
Czech Cup,Sokol Tasovice,Hranice,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,3.2,4.1,1.87,,,1.47,2.6,0.0911617973131602,0.2863919913339061,0.2235254566508535,0.4900825520152403,3.4917177514021125,4.473763368983956,2.04047256097561,,,,0.0648874934589218,0.6388206388206389,0.3611793611793612,Czech Cup,czech cup,True,False,True
Czech Cup,Varnsdorf,Sokol Brozany,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,2.81,3.54,2.17,,,1.61,2.25,0.0991872549147687,0.3237591088595645,0.2569952248292023,0.4192456663112332,3.0887161863105,3.891122882398281,2.3852363431650483,,,,0.0655624568668047,0.582901554404145,0.4170984455958549,Czech Cup,czech cup,True,False,False
Czech Cup,Doubravka,Aritma Praha,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,6.0,5.0,1.41,,,1.44,2.7,0.0758865248226952,0.1549110085695451,0.1858932102834541,0.6591957811470006,6.455319148936171,5.379432624113475,1.517,,,,0.0648148148148148,0.6521739130434782,0.3478260869565217,Czech Cup,czech cup,True,False,True
Czech Cup,Rokycany,Příbram,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,8.0,5.5,1.31,,,1.44,2.7,0.070176960444136,0.1168031125881494,0.1698954364918538,0.7133014509199967,8.561415683553088,5.885973282442747,1.401931818181818,,,,0.0648148148148148,0.6521739130434782,0.3478260869565217,Czech Cup,czech cup,True,False,True
Czech Cup,Trutnov,Ústí nad Orlicí,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,7.75,5.24,1.33,,,1.4,2.87,0.0717516519691248,0.1203938037580307,0.1780633547947974,0.7015428414471718,8.306075302760718,5.615978656318215,1.4254296971189362,,,,0.0627177700348431,0.6721311475409837,0.3278688524590163,Czech Cup,czech cup,True,False,True
Czech Cup,Vysoké Mýto,Chrudim,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,9.2,6.4,1.21,,,1.36,3.1,0.0913919331656485,0.0995936004938525,0.143165800709913,0.7572405987962344,10.040805785123966,6.984908372260152,1.3205842391304348,,,,0.0578747628083491,0.695067264573991,0.3049327354260089,Czech Cup,czech cup,True,False,True
Czech Cup,Vsetín,Třinec,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,4.3,4.0,1.55,,,1.44,2.7,0.1277194298574642,0.2062198569765508,0.2216863462497921,0.5720937967736571,4.849193548387096,4.510877719429857,1.7479651162790697,,,,0.0648148148148148,0.6521739130434782,0.3478260869565217,Czech Cup,czech cup,False,False,True
Czech Cup,Meteor Praha,Králův Dvůr,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,3.87,3.85,1.77,,,1.4,2.87,0.0831099439692266,0.238570363290727,0.2398096898532763,0.5216199468559966,4.191635483160908,4.169973284281523,1.917104600825531,,,,0.0627177700348431,0.6721311475409837,0.3278688524590163,Czech Cup,czech cup,True,False,True
Czech Cup,Nové Sady,Hlučín,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,8.65,6.1,1.22,,,1.33,3.4,0.099213493793234,0.1051724137931034,0.1491379310344827,0.7456896551724138,9.508196721311474,6.705202312138727,1.3410404624277457,,,,0.0459973463069438,0.7188160676532769,0.281183932346723,Czech Cup,czech cup,True,False,True
Czech Cup,Strání,Hanácká,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,8.4,5.75,1.24,,,1.3,3.5,0.0994122754291058,0.1082829632779515,0.1581872854843118,0.7335297512377366,9.23506311360449,6.321620583717359,1.363271221532091,,,,0.0549450549450547,0.7291666666666667,0.2708333333333333,Czech Cup,czech cup,True,False,True
Czech Cup,Chomutov,Admira Praha,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,2.92,3.68,2.06,,,1.5,2.5,0.0996417770633235,0.3114339238176619,0.247116048246623,0.441450027935715,3.210953989024905,4.046681739593031,2.2652620607504463,,,,0.0666666666666666,0.625,0.375,Czech Cup,czech cup,True,False,True
Czech Cup,Baník Sokolov,Ústí nad Labem,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,19.0,9.5,1.08,,,1.3,3.5,0.0838206627680311,0.0485611510791366,0.0971223021582733,0.8543165467625898,20.59259259259259,10.296296296296296,1.170526315789474,,,,0.0549450549450547,0.7291666666666667,0.2708333333333333,Czech Cup,czech cup,True,False,True
Czech Cup,Tatran Bohunice,Start Brno,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,3.86,5.37,1.48,,,1.44,2.7,0.120962772480994,0.2311114729881414,0.1661248204346789,0.6027637065771796,4.326916301776636,6.019570088222938,1.6590249032718714,,,,0.0648148148148148,0.6521739130434782,0.3478260869565217,Czech Cup,czech cup,False,False,True
Czech Cup,Komárov,Jiskra Domažlice,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,7.65,5.1,1.29,,,1.57,2.35,0.1019911840705274,0.1186206896551724,0.1779310344827586,0.7034482758620689,8.430232558139535,5.620155038759689,1.4215686274509804,,,,0.0624745900528527,0.5994897959183673,0.4005102040816326,Czech Cup,czech cup,True,False,False
Czech Cup,Sparta Brno,FK Hodonín,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,9.75,5.25,1.24,,,1.36,3.1,0.0994919059435188,0.0932831810854379,0.1732401934443847,0.7334766254701773,10.72004608294931,5.772332506203474,1.3633699633699634,,,,0.0578747628083491,0.695067264573991,0.3049327354260089,Czech Cup,czech cup,True,False,True
Czech Cup,FS Třebíč,Vrchovina,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,6.42,4.8,1.36,,,,,0.0993906908557815,0.1416814251484529,0.1894989061360558,0.6688196687154911,7.058088235294119,5.277075316107752,1.495171339563863,,,,,,,Czech Cup,czech cup,True,False,False
Bulgarian Cup,Maritsa Milevo,Gigant Saedinenie,2025-08-13 13:00:00-03:00,2025-08-13 18:00:00+02:00,2025-08-13 16:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Bulgarian Cup,bulgarian cup,False,False,False
Sierra Leone National Premier League,Mighty Blackpool,Bai Bureh Warriors,2025-08-13 13:15:00-03:00,2025-08-13 18:15:00+02:00,2025-08-13 16:15:00+00:00,3.8,3.0,1.99,,,2.62,1.44,0.0990037908842458,0.2394513075565538,0.3033049895716348,0.4572437028718112,4.176214405360135,3.297011372652737,2.1870175438596493,,,,0.0761238337574214,0.354679802955665,0.645320197044335,Sierra Leone National Premier League,sierra leone national premier league,True,False,False
Estonian Cup,JK Tallinna Kalev U21,Läänemaa Haapsalu,2025-08-13 13:30:00-03:00,2025-08-13 18:30:00+02:00,2025-08-13 16:30:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Estonian Cup,estonian cup,False,False,False
African Nations Championship,Mauritania,Burkina,2025-08-13 14:00:00-03:00,2025-08-13 19:00:00+02:00,2025-08-13 17:00:00+00:00,3.3,2.85,2.55,2.15,1.62,2.73,1.4,0.046064358757857,0.2896860986547085,0.3354260089686099,0.3748878923766817,3.452012383900928,2.9812834224598928,2.667464114832536,0.0824002296870514,0.4297082228116711,0.5702917771883289,0.0805860805860805,0.3389830508474576,0.6610169491525424,African Nations Championship,african nations championship,True,False,False
SFV Cup,Adnet,Bischofshofen,2025-08-13 14:00:00-03:00,2025-08-13 19:00:00+02:00,2025-08-13 17:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,SFV Cup,sfv cup,False,False,False
SFV Cup,Wagrain / Kleinarl,1. Oberalmer SV,2025-08-13 14:00:00-03:00,2025-08-13 19:00:00+02:00,2025-08-13 17:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,SFV Cup,sfv cup,False,False,False
SFV Cup,Mittersill,Golling,2025-08-13 14:30:00-03:00,2025-08-13 19:30:00+02:00,2025-08-13 17:30:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,SFV Cup,sfv cup,False,False,False
Russian Cup,Dinamo Moskva,Krasnodar,2025-08-13 14:45:00-03:00,2025-08-13 19:45:00+02:00,2025-08-13 17:45:00+00:00,2.09,3.45,2.74,1.65,2.13,1.58,2.22,0.1332874756349342,0.4221955239145873,0.2557648246323152,0.3220396514530976,2.368570824077012,3.909841790940523,3.1052076832397195,0.0755441741357234,0.5634920634920635,0.4365079365079365,0.0833618428555136,0.5842105263157895,0.4157894736842105,Russian Cup,russian cup,False,False,False
League Cup,Barnsley,Fleetwood Town,2025-08-13 15:45:00-03:00,2025-08-13 20:45:00+02:00,2025-08-13 18:45:00+00:00,1.6,3.95,4.9,1.69,2.05,1.65,2.1,0.0822461896150865,0.5775026107712964,0.233925108160525,0.1885722810681784,1.7315939033841383,4.274872448979592,5.3030063291139244,0.0795208543801415,0.5481283422459893,0.4518716577540106,0.0822510822510822,0.56,0.44,League Cup,league cup,True,False,False
League Cup,Bolton Wanderers,Sheffield Wednesday,2025-08-13 15:45:00-03:00,2025-08-13 20:45:00+02:00,2025-08-13 18:45:00+00:00,1.6,4.05,4.8,1.65,2.1,1.6,2.2,0.0802469135802468,0.5785714285714286,0.2285714285714286,0.1928571428571429,1.728395061728395,4.375,5.185185185185184,0.0822510822510822,0.56,0.44,0.0795454545454545,0.5789473684210527,0.4210526315789473,League Cup,league cup,True,False,False
League Cup,Cheltenham Town,Exeter City,2025-08-13 15:45:00-03:00,2025-08-13 20:45:00+02:00,2025-08-13 18:45:00+00:00,2.95,3.4,2.2,1.57,2.25,1.68,2.05,0.0876461524517357,0.3116666666666666,0.2704166666666666,0.4179166666666666,3.2085561497326207,3.697996918335902,2.3928215353938187,0.0813871196036801,0.5890052356020942,0.4109947643979057,0.0830429732868758,0.549597855227882,0.450402144772118,League Cup,league cup,True,False,False
League Cup,Huddersfield Town,Leicester City,2025-08-13 15:45:00-03:00,2025-08-13 20:45:00+02:00,2025-08-13 18:45:00+00:00,4.1,3.7,1.75,1.6,2.25,1.65,2.1,0.0856012807232318,0.2246703678001388,0.2489590562109646,0.5263705759888966,4.4509652509652495,4.016724738675959,1.899802241265656,0.0694444444444444,0.5844155844155844,0.4155844155844155,0.0822510822510822,0.56,0.44,League Cup,league cup,True,False,False
Challenge Cup,Hamilton Academical,Motherwell U21,2025-08-13 15:45:00-03:00,2025-08-13 20:45:00+02:00,2025-08-13 18:45:00+00:00,1.35,4.6,6.0,1.62,2.2,1.41,2.69,0.1247987117552336,0.6585540443808159,0.1932712956335003,0.1481746599856835,1.5184782608695655,5.174074074074074,6.7487922705314025,0.0718294051627383,0.5759162303664922,0.4240837696335078,0.0809670700519391,0.6560975609756098,0.3439024390243902,Challenge Cup,challenge cup,False,False,True
Challenge Cup,Edinburgh City,Kilmarnock II,2025-08-13 15:45:00-03:00,2025-08-13 20:45:00+02:00,2025-08-13 18:45:00+00:00,2.1,3.6,2.75,1.4,2.55,1.53,2.34,0.1176046176046177,0.4260813428018075,0.2485474499677211,0.3253712072304712,2.3469696969696976,4.023376623376624,3.0734126984126986,0.1064425770308123,0.6455696202531646,0.3544303797468354,0.0809451985922575,0.6046511627906976,0.3953488372093023,Challenge Cup,challenge cup,True,True,True
UEFA Super Cup,PSG,Tottenham Hotspur,2025-08-13 16:00:00-03:00,2025-08-13 21:00:00+02:00,2025-08-13 19:00:00+00:00,1.45,4.8,6.4,1.65,2.15,1.43,2.7,0.0542385057471266,0.6541737649063032,0.1976149914821124,0.1482112436115843,1.5286458333333337,5.060344827586208,6.747126436781611,0.0711768851303735,0.5657894736842105,0.4342105263157894,0.0696710696710698,0.6537530266343825,0.3462469733656174,UEFA Super Cup,uefa super cup,True,False,True
Copa de la División Profesional,Club Always Ready,Real Tomayapo,2025-08-13 16:00:00-03:00,2025-08-13 21:00:00+02:00,2025-08-13 19:00:00+00:00,1.2,6.6,10.5,1.62,2.2,1.24,3.49,0.0800865800865802,0.7715430861723447,0.1402805611222445,0.0881763527054108,1.2961038961038962,7.128571428571428,11.340909090909092,0.0718294051627383,0.5759162303664922,0.4240837696335078,0.0929845641926241,0.7378435517970402,0.2621564482029598,Copa de la Division Profesional,copa de la division profesional,True,False,True
League Cup,Birmingham City,Sheffield United,2025-08-13 16:00:00-03:00,2025-08-13 21:00:00+02:00,2025-08-13 19:00:00+00:00,2.5,3.1,2.75,1.75,2.0,1.92,1.78,0.0862170087976541,0.3682505399568034,0.2969762419006478,0.3347732181425485,2.715542521994135,3.367272727272728,2.987096774193549,0.0714285714285714,0.5333333333333333,0.4666666666666667,0.0826310861423222,0.481081081081081,0.5189189189189188,League Cup,league cup,True,False,False
Copa Ecuador,San Antonio,Manta FC,2025-08-13 17:00:00-03:00,2025-08-13 22:00:00+02:00,2025-08-13 20:00:00+00:00,2.5,3.45,2.55,1.62,2.2,2.1,1.65,0.0820119352088664,0.3696816892530727,0.267885282067444,0.3624330286794831,2.705029838022166,3.732941176470589,2.759130434782609,0.0718294051627383,0.5759162303664922,0.4240837696335078,0.0822510822510822,0.44,0.56,Copa Ecuador,copa ecuador,True,False,False
Copa Paraguay,Minga Guazú,Sportivo Luqueño,2025-08-13 18:00:00-03:00,2025-08-13 23:00:00+02:00,2025-08-13 21:00:00+00:00,,,,,,,,-1.0,,,,,,,,,,,,,Copa Paraguay,copa paraguay,False,False,False
